Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
1500,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,19314.97,317
1501,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,9338.49,418
1503,IN,Allopathic & Osteopathic Physicians|Internal Medicine,0,60438.73,565
1505,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3525.18,50
1507,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,5478.77,341
1509,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,5758.43,46
1510,FL,Allopathic & Osteopathic Physicians|Pediatrics,0,666.24,24
1512,CA,Allopathic & Osteopathic Physicians|Surgery,0,4230.79,275
1513,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,3520.4,38
1516,WV,Allopathic & Osteopathic Physicians|Family Medicine,0,5622.45,292
1517,PA,Allopathic & Osteopathic Physicians|Pediatrics,0,246.91,18
1518,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,7695.39,515
1519,CA,Dental Providers|Dentist,0,2103.58,26
1520,IL,Allopathic & Osteopathic Physicians|Urology,1,7494.61,263
1521,NY,Allopathic & Osteopathic Physicians|Surgery,0,17582.03,142
1522,IA,Allopathic & Osteopathic Physicians|Family Medicine,0,5043.14,299
1523,CA,Allopathic & Osteopathic Physicians|Pediatrics,0,1647.1200000000001,78
1524,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,12699.97,285
1528,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,1578.16,74
1529,NY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,0,2539936.57,1367
1530,KS,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,1,8102.42,141
1531,GA,Allopathic & Osteopathic Physicians|Anesthesiology,0,2708.82,25
1532,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,821.34,24
1533,KS,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5838.82,344
1534,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,11168.41,418
1535,WI,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,5761.56,29
1536,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,11414.58,709
1537,PA,Eye and Vision Services Providers|Optometrist,0,630.3,36
1539,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,8861.07,435
1540,GA,Allopathic & Osteopathic Physicians|Ophthalmology,1,19078.86,362
1541,MD,Allopathic & Osteopathic Physicians|Internal Medicine,0,76767.73,44
1542,TX,Allopathic & Osteopathic Physicians|Dermatology,0,152054.37,1498
1544,GA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,96632.05,381
1545,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,18378.78,181
1546,TN,Allopathic & Osteopathic Physicians|Internal Medicine,0,12812.92,1083
1547,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4680.58,167
1548,TN,Dental Providers|Dentist,0,3184.59,59
1550,MO,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,56059.13,210
1551,MD,Allopathic & Osteopathic Physicians|Internal Medicine,0,473.73,23
1552,CA,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,74556.71,201
1553,GA,Dental Providers|Dentist|Prosthodontics,0,221703.93,108
1555,IN,Allopathic & Osteopathic Physicians|Pediatrics,0,793.29,50
1556,NJ,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Emergency Medicine,0,206.77,16
1558,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,14931.88,1091
1559,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,1271.82,62
1560,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,5931.97,345
1561,MA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2460.28,75
1562,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,7700.69,153
1563,VA,Allopathic & Osteopathic Physicians|Urology,0,2671.66,149
1564,TX,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,15454.4,494
1565,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,102134.89,168
1567,IA,Allopathic & Osteopathic Physicians|Otolaryngology,0,1078.1,41
1568,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,726.14,46
1569,UT,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,0,6367.09,64
1571,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,1682.54,57
1572,TX,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,0,9879.98,387
1573,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1161.6,20
1574,KY,Allopathic & Osteopathic Physicians|Emergency Medicine,0,5401.6,494
1575,SC,Eye and Vision Services Providers|Optometrist,0,2991.1,87
1577,NC,Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,0,2568.62,105
1578,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,65154.91,283
1581,MD,Allopathic & Osteopathic Physicians|Internal Medicine,0,772.71,27
1582,IL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,17499.79,376
1585,TN,Allopathic & Osteopathic Physicians|Family Medicine|Hospice and Palliative Medicine,0,6411.29,32
1586,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,469120.31,742
1587,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,7744.41,298
1588,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,948.67,36
1589,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,12973.21,950
1590,LA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,2023.3799999999999,41
1591,GA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,583.21,36
1592,IL,Allopathic & Osteopathic Physicians|Internal Medicine,0,3388.38,225
1594,MI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,34394.76,102
1595,LA,Allopathic & Osteopathic Physicians|Internal Medicine,0,5604.85,495
1596,TX,Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology/Laboratory Medicine,0,430.19,10
1598,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,7519.06,405
1599,OR,Eye and Vision Services Providers|Optometrist,0,938.88,42
1601,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4960.65,318
1602,AL,Allopathic & Osteopathic Physicians|Otolaryngology,0,30846.32,149
1603,NY,Dental Providers|Dentist|Periodontics,0,757.0699999999999,15
1605,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,1837.82,129
1606,OK,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,0,70092.12,197
1607,CA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,3477.79,56
1608,HI,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,43695.93,167
1609,KS,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1887.78,110
1610,FL,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,1881.31,36
1613,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,7670.32,633
1614,NJ,Allopathic & Osteopathic Physicians|Pediatrics,0,1097.41,50
1615,PR,Allopathic & Osteopathic Physicians|Family Medicine,0,4722.19,63
1616,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,3551.57,233
1617,IL,Eye and Vision Services Providers|Optometrist,0,7899.09,110
1619,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,149367.86,1210
1620,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,1933.28,120
1621,PA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,1039591.38,930
1622,OK,Allopathic & Osteopathic Physicians|Dermatology,0,8034.3,469
1623,WA,Allopathic & Osteopathic Physicians|Hospitalist,0,2178.83,103
1624,NY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,663.23,36
1625,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,445.27,28
1626,IL,Allopathic & Osteopathic Physicians|Hospitalist,0,4882.68,207
1627,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,7587.03,522
1628,CA,Allopathic & Osteopathic Physicians|Pediatrics,0,502.4,28
1629,CO,Allopathic & Osteopathic Physicians|Plastic Surgery,0,18702.38,151
1630,MA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1677.56,132
1631,IL,Allopathic & Osteopathic Physicians|Otolaryngology,0,961.71,53
1633,OH,Eye and Vision Services Providers|Optometrist|Pediatrics,0,1122.26,51
1634,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,0,1912.6,122
1635,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,1723.73,41
1636,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,755056.64,1373
1637,SC,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,7864.11,356
1638,CO,Dental Providers|Dentist|General Practice,0,557.8,20
1639,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,63807.65,65
1640,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,1326.09,74
1641,NC,Allopathic & Osteopathic Physicians|Internal Medicine,0,568.03,42
1642,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,10358.6,678
1644,NY,Allopathic & Osteopathic Physicians|Ophthalmology,0,2917.61,111
1645,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,1716.68,92
1646,VA,Dental Providers|Dentist|General Practice,0,712.35,21
1649,HI,Allopathic & Osteopathic Physicians|Urology,0,4734.5,154
1650,AR,Allopathic & Osteopathic Physicians|Family Medicine,0,3272.54,243
1652,MS,Dental Providers|Dentist|General Practice,0,1515.9,31
1653,CA,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,0,29403.25,151
1657,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2216.39,164
1658,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,4051.88,214
1659,NY,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,1172892.59,3016
1660,MA,Dental Providers|Dentist|General Practice,0,1171.23,22
1661,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,8800.88,424
1662,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,5195.34,33
1663,NJ,Allopathic & Osteopathic Physicians|Anesthesiology,0,1099.72,21
1664,PA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,141049.07,83
1665,GA,Eye and Vision Services Providers|Optometrist,0,13083.75,163
1666,NJ,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,5010.8,109
1667,LA,Allopathic & Osteopathic Physicians|Pediatrics,1,1291.67,84
1668,IL,Dental Providers|Dentist|General Practice,0,5746.78,41
1670,OH,Allopathic & Osteopathic Physicians|Urology,0,4178.04,206
1671,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,11025.77,950
1672,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,12410.67,889
1674,TX,Allopathic & Osteopathic Physicians|Hospitalist,0,875.8000000000001,27
1675,MS,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,4964.29,270
1676,GA,Allopathic & Osteopathic Physicians|Pediatrics,0,1509.57,75
1677,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,41379.3,647
1679,FL,Dental Providers|Dentist|General Practice,0,8410.06,27
1680,PA,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,8043.29,291
1682,CA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,9251.32,58
1683,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,41611.92,1057
1684,AZ,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,10938.74,610
1686,NJ,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,217.04,13
1687,PA,Allopathic & Osteopathic Physicians|Urology,1,10858.38,104
1688,WA,Eye and Vision Services Providers|Optometrist,1,5611.25,96
1689,MI,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,13244.02,394
1690,WY,Allopathic & Osteopathic Physicians|Family Medicine,0,1743.47,121
1691,NY,Allopathic & Osteopathic Physicians|Neurological Surgery,0,35328.33,82
1692,MI,Allopathic & Osteopathic Physicians|Urology,1,48391.88,102
1694,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,3684.69,170
1695,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3190.65,200
1696,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,9580.55,562
1697,NC,Allopathic & Osteopathic Physicians|Internal Medicine,0,63808.62,186
1698,NJ,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,2003.3,39
1699,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,6356.2,379
1700,NJ,Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,0,425.76,18
1701,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,4427.62,234
1702,AL,Dental Providers|Dentist|Endodontics,0,13374.66,19
1703,OH,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,1708.25,17
1704,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,9835.19,227
1705,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5059.23,303
1706,TX,Eye and Vision Services Providers|Optometrist,1,4471.45,92
1707,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,2012.3,50
1711,CA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,0,195754.2,390
1712,PR,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,6082.13,127
1713,MN,Allopathic & Osteopathic Physicians|Internal Medicine,0,28973.69,25
1714,MI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,622801.93,409
1715,AZ,Allopathic & Osteopathic Physicians|Family Medicine,0,1323.05,65
1716,SC,Allopathic & Osteopathic Physicians|Hospitalist,0,859.96,49
1717,MD,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,10139.77,99
1718,TX,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,26114.08,275
1720,TX,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,1259.3799999999999,32
1722,NJ,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,19636.94,57
1724,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3962.7599999999998,48
1726,NY,Allopathic & Osteopathic Physicians|Plastic Surgery,0,3361.06,37
1728,CA,Allopathic & Osteopathic Physicians|Dermatology,0,78540.19,225
1729,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,2598.63,129
1730,PR,Allopathic & Osteopathic Physicians|Internal Medicine,0,2938.12,113
1731,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,7220.18,348
1732,NJ,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,1158130.79,244
1733,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4888.97,341
1734,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4430.45,228
1735,IL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,18740.96,1047
1736,AL,Allopathic & Osteopathic Physicians|Urology,1,4634.7,173
1737,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,1807.92,103
1738,CA,Allopathic & Osteopathic Physicians|Internal Medicine,1,13148.81,891
1739,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,1020.8,43
1740,OK,Allopathic & Osteopathic Physicians|Family Medicine,0,1786.8,117
1741,MI,Allopathic & Osteopathic Physicians|Ophthalmology|Glaucoma Specialist,0,1021.83,18
1742,MO,Allopathic & Osteopathic Physicians|Anesthesiology,0,658.49,40
1743,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,10144.68,420
1744,CA,Allopathic & Osteopathic Physicians|Urology,0,6883.49,27
1745,CO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,2437.9700000000003,96
1746,IL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,4374.69,338
1748,MD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,0,1504.54,68
1749,FL,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,9134.01,198
1750,LA,Allopathic & Osteopathic Physicians|Family Medicine,0,3333.85,143
1751,IN,Allopathic & Osteopathic Physicians|Neurological Surgery,1,1168312.42,78
1752,NV,Allopathic & Osteopathic Physicians|Pediatrics,0,585.66,21
1753,CA,Allopathic & Osteopathic Physicians|Dermatology,0,5302.54,211
1754,TX,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,10398.82,686
1755,CO,Allopathic & Osteopathic Physicians|Family Medicine,0,1672.22,67
1756,AZ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neuromuscular Medicine,1,18552.76,73
1757,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,17850.83,1144
1758,NC,Allopathic & Osteopathic Physicians|Pediatrics,0,1432.02,102
1759,NY,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,1404.22,23
1760,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,970.2,54
1761,PA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,0,100666.79,90
1762,LA,Allopathic & Osteopathic Physicians|Family Medicine,0,3054.9,213
1763,KY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,510.19,34
1764,CT,Allopathic & Osteopathic Physicians|Internal Medicine,0,10665.82,718
1765,IA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,4053.15,40
1767,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,7309.89,471
1768,MO,Allopathic & Osteopathic Physicians|Dermatology,0,7414.44,171
1770,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,7303.81,235
1772,NY,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,54546.98,62
1773,NC,Eye and Vision Services Providers|Optometrist,0,2619.01,51
1774,CA,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,0,7135.5599999999995,259
1775,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,1,17889.95,1259
1776,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,4063.67,133
1777,NC,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,9479.54,463
1778,NY,Dental Providers|Dentist|General Practice,0,9150.49,22
1781,MO,Allopathic & Osteopathic Physicians|Internal Medicine,0,5193.05,372
1782,PA,Eye and Vision Services Providers|Optometrist,0,3528.61,97
1783,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4580.21,191
1784,PR,Allopathic & Osteopathic Physicians|Internal Medicine,0,2228.22,47
1786,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,13628.14,645
1788,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,351273.37,316
1789,WA,Allopathic & Osteopathic Physicians|Internal Medicine,1,8913.4,428
1790,TX,Allopathic & Osteopathic Physicians|Anesthesiology,0,1113.39,41
1791,NE,Allopathic & Osteopathic Physicians|Family Medicine,0,13335.75,1248
