Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
1875,TX,Psychiatry & Neurology,0,12151.41,672,Food and Beverage,11979.33,1220.9499999999998,40
1876,VA,Urology,0,6994.68,301,Food and Beverage,5680.3,1528.9,49
1878,TX,Obstetrics & Gynecology,0,1915.69,128,Food and Beverage,1773.45,240.30999999999997,17
1879,GA,Psychiatry & Neurology,0,1103.19,61,Food and Beverage,968.71,459.35,29
1880,MO,Psychiatry & Neurology,0,7904.02,548,Food and Beverage,7659.62,1517.57,104
1882,CA,Eye and Vision Services Providers,0,2520.58,53,Food and Beverage,2497.98,456.73,13
1883,MA,Psychiatry & Neurology,0,8645.94,384,Food and Beverage,8354.72,684.9499999999998,35
1884,NY,Anesthesiology,0,668.8,20,Food and Beverage,668.8,202.04999999999998,5
1885,CA,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,10796.23,169,Food and Beverage,6697.32,2180.7799999999997,20
1886,FL,Pediatrics,0,23146.33,54,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",19415.55,9601.87,23
1887,FL,Family Medicine,0,9079.62,587,Food and Beverage,8853.92,529.4000000000001,48
1890,AZ,Psychiatry & Neurology,0,40745.99,387,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",27840,19690.3,127
1891,AK,Obstetrics & Gynecology,0,1081.53,35,Food and Beverage,1081.53,184.16000000000003,4
1892,NV,Internal Medicine,0,7447.76,216,Food and Beverage,5752.16,2964.27,76
1893,PA,Family Medicine,0,1066.4,61,Food and Beverage,730.16,198.26000000000002,11
1895,NC,Internal Medicine,0,188221.68,670,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",114655,48485.88,165
1897,FL,Eye and Vision Services Providers,0,1451.46,21,Food and Beverage,1418.32,389.08000000000004,5
1899,PA,Radiology,0,75640.97,43,Consulting Fee,73691.58,20579.350000000002,9
1900,VA,Orthopaedic Surgery,0,8871.34,69,Travel and Lodging,6492.44,4856.23,30
1901,GA,Pain Medicine,0,4217.92,178,Food and Beverage,3074.05,1577.01,36
1902,GA,Internal Medicine,0,5205.29,380,Food and Beverage,5059.36,560.2900000000001,42
1903,TX,Dermatology,0,6438.53,242,Food and Beverage,4586.43,2296.44,38
1904,NJ,Internal Medicine,0,2260.88,81,Food and Beverage,1671.45,949.1699999999998,11
1905,PA,Eye and Vision Services Providers,0,577.8199999999999,23,Food and Beverage,512.97,170.67999999999998,7
1906,DE,Radiology,0,2046.79,46,Food and Beverage,2046.79,648.65,8
1908,RI,Urology,0,2755.56,125,Food and Beverage,2580.62,1238.69,57
1909,CA,Psychiatry & Neurology,0,10975.39,673,Food and Beverage,10647.68,851.52,66
1910,OH,Urology,0,12249.42,186,Food and Beverage,4890.14,3765.5299999999997,19
1911,TX,Obstetrics & Gynecology,0,1974.1,73,Food and Beverage,1827.47,329.33,6
1912,CA,Family Medicine,0,4326.71,284,Food and Beverage,4295.52,497.29999999999995,42
1913,FL,Eye and Vision Services Providers,0,4043.75,35,Consulting Fee,1990,2114.54,7
1914,WA,Podiatric Medicine & Surgery Service Providers,0,104383.19,172,Consulting Fee,46375,40848.46,35
1915,PA,Pediatrics,0,1208.41,62,Food and Beverage,1178.46,267,16
1916,OH,Internal Medicine,0,508.21999999999997,28,Food and Beverage,451.5,330.1,15
1918,KS,Neurological Surgery,0,3551.42,114,Food and Beverage,2784.42,984.8199999999999,29
1919,GA,Psychiatry & Neurology,0,15972.68,504,Food and Beverage,8140.41,396.95000000000005,7
1920,CA,Ophthalmology,0,5073.75,47,Food and Beverage,4076.2,1543.6000000000001,11
1921,TX,Pain Medicine,0,653.29,36,Food and Beverage,653.29,201.31,13
1922,PR,Pediatrics,0,3494.92,23,Consulting Fee,1500,3025.4800000000005,11
1926,MI,Family Medicine,0,3284.5,280,Food and Beverage,3276.6,504.24000000000007,40
1927,SC,Orthopaedic Surgery,0,7252.77,45,Travel and Lodging,5146.95,2394.05,15
1928,MD,Plastic Surgery,0,6428.98,111,Food and Beverage,4028.98,3544.1400000000003,31
1929,CO,Obstetrics & Gynecology,0,40016.03,313,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",26450,23684.059999999998,75
1930,NC,Orthopaedic Surgery,0,2928.72,58,Travel and Lodging,1785.8799999999999,1140.15,20
1932,CA,Internal Medicine,0,25092.03,1618,Food and Beverage,24877.68,717.25,45
1934,NY,Colon & Rectal Surgery,0,85939.43,147,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",65450,47182.73,41
1937,NC,Family Medicine,0,6212.57,488,Food and Beverage,6166.7,812.6899999999998,63
1938,IN,Internal Medicine,0,853.29,84,Food and Beverage,853.29,280.74,39
1939,NY,Surgery,0,3983.73,126,Food and Beverage,3983.03,326.59,21
1940,VA,Orthopaedic Surgery,0,7028.07,67,Food and Beverage,2709.94,4926.38,10
1941,NY,Internal Medicine,0,13906.15,544,Food and Beverage,11931.48,1878.4099999999999,50
1942,NY,Internal Medicine,0,55841.28,296,Grant,21055.75,16512.8,30
1943,TN,Internal Medicine,0,7710.69,584,Food and Beverage,7636.22,635.8100000000002,56
1944,NC,Internal Medicine,0,3905.37,249,Food and Beverage,3851.17,546.86,39
1945,PA,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,8378.35,39,Travel and Lodging,6030.34,2274.3900000000003,10
1947,TX,Internal Medicine,0,3027.64,214,Food and Beverage,3024.69,687.71,50
1948,SC,Surgery,0,3853.06,109,Food and Beverage,2052.87,1500.73,18
1949,CA,Internal Medicine,0,2069.18,85,Food and Beverage,1966.9,550.09,20
1950,OK,Obstetrics & Gynecology,0,9695.82,91,Food and Beverage,3837.78,4292.68,25
1952,AZ,Dental Providers,0,1539.36,39,Food and Beverage,1539.36,328.65000000000003,6
1953,NJ,Eye and Vision Services Providers,0,5824.84,112,Food and Beverage,5270.5199999999995,1974.7600000000002,32
1954,CO,Dermatology,0,4372.4,262,Food and Beverage,4151.41,332.03999999999996,19
1955,KY,Family Medicine,0,271.29,20,Food and Beverage,271.29,80.89,6
1957,IL,Eye and Vision Services Providers,0,4026.17,63,Food and Beverage,2731.35,1066.93,15
1959,IL,Family Medicine,0,4406.85,318,Food and Beverage,4380.76,531.8700000000001,43
1960,NY,Psychiatry & Neurology,1,8339.62,481,Food and Beverage,7908.19,433.21000000000004,26
1962,GA,Internal Medicine,0,2044.5,119,Food and Beverage,1787.93,268.34,18
1963,TX,Dermatology,0,4190.1,192,Food and Beverage,2696.94,516.52,44
1964,MA,Internal Medicine,0,3045.64,195,Food and Beverage,2998.41,579.4200000000001,32
1965,IN,Family Medicine,0,1068.93,79,Food and Beverage,1048.93,421.48999999999995,30
1966,KS,Allergy & Immunology,0,82316.73,1292,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",27860,19323.17,261
1967,TX,Psychiatry & Neurology,0,709522.38,924,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",329702.69,103255.89,112
1968,CA,Psychiatry & Neurology,0,9085.23,836,Food and Beverage,8732.17,2333.5499999999997,222
1969,CO,Psychiatry & Neurology,0,339.73,22,Food and Beverage,339.73,107.52000000000001,5
1972,FL,Plastic Surgery,0,5935.02,65,Food and Beverage,2359.38,2257.81,6
1973,CT,Obstetrics & Gynecology,0,2498.12,146,Food and Beverage,2311.71,386,28
1974,FL,Family Medicine,0,2490.9,120,Food and Beverage,2290.92,767.24,30
1975,NY,Orthopaedic Surgery,0,11259.85,109,Travel and Lodging,4198.43,4903.030000000001,22
1976,IL,Plastic Surgery,0,19897.88,113,Consulting Fee,9853.57,5994.86,27
1977,KY,Internal Medicine,0,14049,148,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",8900,9758.79,34
1979,MO,Physical Medicine & Rehabilitation,0,4114.67,95,Education,1872,2404.69,27
1980,IL,Obstetrics & Gynecology,0,1741.77,81,Food and Beverage,1680.84,226.01000000000002,13
1981,VA,Pediatrics,1,2736.63,104,Food and Beverage,2711.63,614.3899999999999,20
1983,OK,Family Medicine,0,2002.56,58,Food and Beverage,2002.56,310.22,17
1985,MI,Internal Medicine,0,3448.44,227,Food and Beverage,3377.09,477.63,26
1986,WV,Orthopaedic Surgery,0,21450.09,27,Honoraria,11000,6640.39,5
1987,FL,Ophthalmology,0,5943.54,123,Food and Beverage,5040.59,830.6999999999999,12
1988,MN,Pediatrics,0,2568.14,55,Food and Beverage,2568.14,564.8,9
1990,RI,Internal Medicine,0,846.35,45,Food and Beverage,846.35,75.92000000000002,5
1991,OH,Psychiatry & Neurology,1,524498.95,1743,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",311793.34,51752.57000000001,75
1992,MI,Dermatology,0,223215.91,309,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",148680,50460.92,62
1993,IL,Family Medicine,0,5298.58,368,Food and Beverage,5108.36,570.1899999999998,49
1995,CO,Ophthalmology,1,57823.21,342,Consulting Fee,21275,17481.11,42
1996,TN,Eye and Vision Services Providers,0,4912.3,36,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2000,1951.17,12
1998,NY,Internal Medicine,1,24149.03,1301,Food and Beverage,23618.88,3154.74,169
1999,FL,Dental Providers,0,6541.32,77,Food and Beverage,3225.07,2411.65,14
2001,IN,Internal Medicine,0,1319.35,85,Food and Beverage,1308.46,351.57,24
2002,IL,Family Medicine,0,3308.81,81,Food and Beverage,2853.24,1190.93,20
2003,CA,Ophthalmology,0,3011.62,30,Food and Beverage,2258.89,1184.2299999999998,8
2004,NH,Family Medicine,0,698.76,35,Food and Beverage,698.76,150.90999999999997,6
2006,TX,Obstetrics & Gynecology,0,157235.09,389,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",122425,88052.43,140
2007,FL,Anesthesiology,0,463.89,20,Food and Beverage,344.61,128.94,4
2010,MI,Eye and Vision Services Providers,0,7019.6,113,Consulting Fee,1775,2164.37,22
2011,WA,Anesthesiology,0,10253.54,267,Food and Beverage,7330.38,2877.8999999999996,70
2012,TX,Eye and Vision Services Providers,0,1841.6,66,Food and Beverage,1766.3,398.44,11
2013,CA,Family Medicine,0,5509.19,377,Food and Beverage,5231.99,411.15999999999997,32
2014,MN,Eye and Vision Services Providers,0,480.62,14,Food and Beverage,243.32,231.03000000000003,2
2015,CA,Eye and Vision Services Providers,0,8673.28,68,Royalty or License,3226.67,3298.88,11
2016,SC,Urology,0,2032.22,111,Food and Beverage,2028.46,550,29
2017,GA,Dermatology,0,6694.99,247,Food and Beverage,3874.1,1498.26,22
2018,MD,Psychiatry & Neurology,1,72654.63,681,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",49669.53,27281.289999999997,114
2020,IL,Surgery,0,12724.58,118,Education,10000,10155.94,36
2021,MD,Internal Medicine,0,8098.08,529,Food and Beverage,7983.02,1244.63,52
2022,TX,Internal Medicine,0,674320.02,672,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",454868.59,60516.56,43
2023,TX,Surgery,0,4425.43,171,Food and Beverage,4400.43,1088.4399999999998,48
2024,MI,Family Medicine,0,7569.2,586,Food and Beverage,7248.4,960.32,96
2025,NC,Anesthesiology,0,92350.23,618,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",32528,22798.58,66
2027,SC,Pediatrics,0,3682.56,14,Honoraria,3265.86,3243.9300000000003,3
2028,TX,Orthopaedic Surgery,0,2572.41,67,Food and Beverage,1750.46,966.9699999999999,18
2029,KY,Internal Medicine,0,19692.65,305,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",11500,6520.24,59
2030,NY,Otolaryngology,0,2608.02,60,Food and Beverage,2596.13,685.5,13
2031,MI,Internal Medicine,0,9128.47,231,Food and Beverage,7164.03,2896.8100000000004,26
2032,TX,Ophthalmology,0,10114.4,151,Food and Beverage,5842.37,3583.34,39
2034,CT,Internal Medicine,0,3157.56,165,Food and Beverage,2507.83,754.53,24
2035,NC,Internal Medicine,0,1991.31,99,Food and Beverage,1904.81,252.92000000000002,12
2036,SC,Eye and Vision Services Providers,0,2248.73,39,Food and Beverage,1565.34,958.16,11
2038,SC,Podiatric Medicine & Surgery Service Providers,0,1572.7,65,Food and Beverage,1572.7,312.52,10
2040,KY,Orthopaedic Surgery,0,199736.96,33,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",196466.03,167168.88,3
2041,MA,Dental Providers,0,8574.9,53,Consulting Fee,3640,5419.009999999999,12
2043,GA,Internal Medicine,0,3099.7,101,Food and Beverage,2984.2,837.79,44
2044,PA,Internal Medicine,0,957.35,48,Food and Beverage,857.36,327.93,14
2045,FL,Dental Providers,0,1672.34,48,Food and Beverage,1087.45,581.21,11
2046,MS,Obstetrics & Gynecology,0,677.67,40,Food and Beverage,663.42,168.35,12
2047,CA,Plastic Surgery,0,2768.62,44,Education,1379,1091.82,12
2048,FL,Psychiatry & Neurology,0,2107.89,98,Food and Beverage,2035.26,343.52000000000004,15
2049,FL,Ophthalmology,0,10261.16,208,Food and Beverage,7151.85,2875.29,28
2050,OK,Family Medicine,0,7160.01,507,Food and Beverage,6916.62,793.89,53
2051,MS,Internal Medicine,0,1370.89,88,Food and Beverage,1370.89,191.07999999999998,13
2052,AL,Obstetrics & Gynecology,0,6018.88,269,Food and Beverage,4103.68,1734.35,27
2053,MO,Emergency Medicine,0,362.34,25,Food and Beverage,362.34,158.57,12
2054,RI,Podiatric Medicine & Surgery Service Providers,0,6530.32,133,Food and Beverage,5781.06,1847.06,23
2055,LA,Psychiatry & Neurology,0,16714.23,474,Food and Beverage,8440.73,3139.08,23
2057,NY,Orthopaedic Surgery,0,2871.13,63,Food and Beverage,1890.49,1268.6599999999999,13
2058,TX,Family Medicine,0,12525.45,1357,Food and Beverage,12326.46,675.5899999999999,181
2059,OH,Anesthesiology,0,158252.86,347,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",140204.21,60939.65,97
2060,FL,Internal Medicine,0,159213,1701,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",91966.77,24505.83,204
2061,GA,Family Medicine,0,1008.71,27,Food and Beverage,959.46,280.88,5
2062,MO,Radiology,0,3088.66,183,Food and Beverage,2791.46,657.99,44
2063,TN,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,7108.01,64,Travel and Lodging,5226.38,2756.65,23
2064,WV,Psychiatry & Neurology,0,3219.01,153,Food and Beverage,3074.52,417.97,32
2065,NY,Family Medicine,0,2779.26,145,Food and Beverage,2565.12,559.5699999999999,34
2066,NJ,Internal Medicine,0,12617.86,295,Food and Beverage,9050.24,4274.530000000001,36
2067,CA,Plastic Surgery,0,8960.51,93,Gift,4554,2855.48,13
2069,NV,Radiology,0,4761.36,121,Food and Beverage,4164.17,1168.29,18
2070,WV,Internal Medicine,0,1951.99,144,Food and Beverage,1688.15,359.73,24
2071,NC,Surgery,0,2148.75,50,Food and Beverage,1188.97,1154.2900000000002,6
2072,CA,Family Medicine,0,4724.94,260,Food and Beverage,4609.73,338.09000000000003,14
2075,CO,Family Medicine,0,1977.52,133,Food and Beverage,1949.02,684.81,47
2076,FL,Internal Medicine,0,2763.51,51,Food and Beverage,1965.99,467.53000000000003,7
2077,MI,Psychiatry & Neurology,0,3545.95,115,Food and Beverage,3502.25,959.2700000000001,35
2078,PA,Orthopaedic Surgery,0,18240.85,179,Consulting Fee,9225,7919.4,41
2079,SC,Pediatrics,0,1414.48,89,Food and Beverage,1398.09,295.37,15
2080,FL,Internal Medicine,0,8470.74,327,Food and Beverage,8212.28,1497,56
2081,NY,Internal Medicine,0,11810.74,772,Food and Beverage,11477.7,893.1099999999999,46
2083,PA,Obstetrics & Gynecology,0,2174.82,168,Food and Beverage,2109.61,587.43,47
2085,TX,Orthopaedic Surgery,0,3804.57,148,Food and Beverage,2838.61,970.8599999999999,21
2086,DE,Internal Medicine,1,2794.54,169,Food and Beverage,2725.12,756.04,40
2087,IN,Anesthesiology,0,6421.26,178,Food and Beverage,6386.7300000000005,1102.21,29
2089,MT,Internal Medicine,0,43473.82,131,Travel and Lodging,16668.79,10229.14,21
2090,MA,Urology,0,20770.02,26,Consulting Fee,14960,12348.12,12
2091,CT,Obstetrics & Gynecology,0,835.04,51,Food and Beverage,793.32,149.72,10
2093,IA,Podiatric Medicine & Surgery Service Providers,0,13162.07,153,Food and Beverage,7265,5607.49,17
2094,CA,Dermatology,0,4600.39,149,Food and Beverage,2988.67,1668.8600000000001,23
2095,IL,Internal Medicine,0,99709.7,145,Consulting Fee,57962,33987.58,43
2096,TN,Internal Medicine,0,3317.62,240,Food and Beverage,3306.27,1078.06,102
2097,TX,Dental Providers,0,600.5,18,Food and Beverage,411.69,212.89999999999998,4
2099,NY,Dental Providers,0,1921.89,66,Food and Beverage,1579.41,518.89,21
2100,NJ,Pediatrics,0,1067.41,56,Food and Beverage,1067.41,226.53000000000003,16
2102,FL,Dermatology,0,11218.32,623,Food and Beverage,10699.19,1611.44,58
2103,GA,Dental Providers,0,28349.09,80,Consulting Fee,22000,23252.19,17
2105,IL,Dental Providers,0,34378.54,75,Consulting Fee,26754,19125.170000000002,18
2106,CA,Dental Providers,1,2611.12,38,Gift,1920,570,9
2107,ID,Family Medicine,0,3062.13,218,Food and Beverage,3055.63,582.45,45
2108,TX,Eye and Vision Services Providers,0,1642.39,26,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1000,201.39999999999998,9
