Physician_ID;State;Primary_Specialty;total_payments;number_of_payments;top_nature;total_of_top_nature;range_count;range_total;top_company;pay_count;std;top_rpi;rpi_count;cash;services;stock;stock_opt;any_ownership;dividend;stock_or_other;top_fop;fop_count
2040;KY;Orthopaedic Surgery;199736.95999999996;33;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;196466.03;3;167168.88000000003;460;15;9792.926591225698;Covered;12;12.0;21.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;21
2041;MA;Dental Providers;8574.9;53;Consulting Fee;3640.0;12;5419.009999999999;67;12;236.39892569803916;Yes;36;22.0;31.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;31
2043;GA;Internal Medicine;3099.7;101;Food and Beverage;2984.2;44;837.7900000000001;122;35;37.75921726628797;Covered;84;14.0;87.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;87
2044;PA;Internal Medicine;957.3500000000004;48;Food and Beverage;857.3600000000002;14;327.93;74;17;19.930511752657594;Yes;33;3.0;45.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;45
2045;FL;Dental Providers;1672.34;48;Food and Beverage;1087.4500000000003;11;581.21;42;5;8.181014666032004;Yes;39;4.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
2046;MS;Obstetrics & Gynecology;677.6700000000001;40;Food and Beverage;663.4200000000001;12;168.35;190;19;11.700701402019751;Yes;23;2.0;38.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;38
2047;CA;Plastic Surgery;2768.619999999999;44;Education;1379.0;12;1091.82;1361;13;46.06676312223663;Covered;18;16.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
2048;FL;Psychiatry & Neurology;2107.89;98;Food and Beverage;2035.2599999999998;15;343.52000000000004;335;16;6.671730640211868;Yes;52;14.0;84.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;84
2049;FL;Ophthalmology;10261.160000000003;208;Food and Beverage;7151.849999999999;28;2875.2900000000004;296;13;50.1357296078269;Yes;125;10.0;198.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;198
2050;OK;Family Medicine;7160.010000000001;507;Food and Beverage;6916.620000000002;53;793.8900000000001;75;28;11.0451336975923;Yes;350;32.0;475.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;475
2051;MS;Internal Medicine;1370.89;88;Food and Beverage;1370.89;13;191.07999999999998;197;15;4.441005333571523;Yes;66;19.0;69.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;69
2052;AL;Obstetrics & Gynecology;6018.880000000004;269;Food and Beverage;4103.68;27;1734.35;278;51;15.588745066933514;Yes;188;17.0;252.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;252
2053;MO;Emergency Medicine;362.34000000000015;25;Food and Beverage;362.34000000000015;12;158.57;150;8;2.4789049933932215;Covered;18;5.0;20.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;20
2054;RI;Podiatric Medicine & Surgery Service Providers;6530.320000000001;133;Food and Beverage;5781.06;23;1847.06;700;35;32.23801361040031;Yes;73;44.0;89.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;89
2055;LA;Psychiatry & Neurology;16714.230000000007;474;Food and Beverage;8440.730000000001;23;3139.08;240;24;140.66940172928108;Yes;319;108.0;366.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;366
2057;NY;Orthopaedic Surgery;2871.13;63;Food and Beverage;1890.49;13;1268.6599999999999;700;5;139.0551886621488;Yes;48;59.0;4.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;59
2058;TX;Family Medicine;12525.450000000033;1357;Food and Beverage;12326.460000000032;181;675.5900000000004;74;53;3.663290626098907;Covered;638;20.0;1337.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1337
2059;OH;Anesthesiology;158252.85999999978;347;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;140204.20999999985;97;60939.65;321;31;166.25243509633015;Yes;247;223.0;124.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;223
2060;FL;Internal Medicine;159212.9999999997;1701;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;91966.77;204;24505.829999999994;122;53;58.292035385780636;Yes;1007;301.0;1400.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1400
2061;GA;Family Medicine;1008.71;27;Food and Beverage;959.46;5;280.88;1872;15;26.064043763422195;Yes;18;2.0;25.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;25
2062;MO;Radiology;3088.6599999999994;183;Food and Beverage;2791.4600000000005;44;657.99;147;31;21.70926970884742;Yes;123;27.0;156.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;156
2063;TN;Thoracic Surgery (Cardiothoracic Vascular Surgery);7108.0099999999975;64;Travel and Lodging;5226.38;23;2756.65;597;12;83.21929052359391;Covered;43;14.0;50.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;50
2064;WV;Psychiatry & Neurology;3219.01;153;Food and Beverage;3074.52;32;417.97;897;20;12.865896952145528;Yes;76;4.0;149.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;149
2065;NY;Family Medicine;2779.260000000001;145;Food and Beverage;2565.1200000000003;34;559.5699999999999;197;20;8.621656729283059;Covered;100;14.0;131.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;131
2066;NJ;Internal Medicine;12617.860000000004;295;Food and Beverage;9050.240000000002;36;4274.530000000001;897;44;206.2968108234655;Yes;183;10.0;285.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;285
2067;CA;Plastic Surgery;8960.510000000002;93;Gift;4554.0;13;2855.4800000000005;190;9;45.02430512802763;Yes;49;5.0;88.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;88
2068;MO;;955.5900000000001;50;Food and Beverage;887.4300000000002;15;269.15999999999997;123;22;14.668447625143747;Yes;32;5.0;45.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;45
2069;NV;Radiology;4761.359999999998;121;Food and Beverage;4164.17;18;1168.29;772;39;23.456804836570605;Yes;82;57.0;64.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;64
2070;WV;Internal Medicine;1951.99;144;Food and Beverage;1688.1499999999999;24;359.73;123;21;14.458497740521446;Covered;82;1.0;143.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;143
2071;NC;Surgery;2148.75;50;Food and Beverage;1188.9699999999998;6;1154.2900000000002;57;26;36.51536632364262;Yes;35;10.0;40.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;40
2072;CA;Family Medicine;4724.939999999999;260;Food and Beverage;4609.73;14;338.09000000000003;75;37;30.879393917203537;Yes;168;12.0;248.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;248
2075;CO;Family Medicine;1977.52;133;Food and Beverage;1949.02;47;684.8099999999998;334;31;1.9898698840267475;Covered;76;14.0;119.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;119
2076;FL;Internal Medicine;2763.5100000000007;51;Food and Beverage;1965.9899999999996;7;467.53000000000003;96;16;42.2638401126483;Covered;30;9.0;42.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;42
2077;MI;Psychiatry & Neurology;3545.9499999999994;115;Food and Beverage;3502.2499999999986;35;959.2699999999999;16;21;14.38429792986642;Covered;65;37.0;78.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;78
2078;PA;Orthopaedic Surgery;18240.849999999995;179;Consulting Fee;9225.0;41;7919.4;1275;36;763.0871581192653;Covered;85;54.0;125.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;125
2079;SC;Pediatrics;1414.4800000000005;89;Food and Beverage;1398.0900000000006;15;295.36999999999995;197;21;2.8422621430581874;Yes;62;9.0;80.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;80
2080;FL;Internal Medicine;8470.740000000002;327;Food and Beverage;8212.280000000002;56;1496.9999999999998;75;36;22.242287623131233;Yes;255;15.0;312.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;312
2081;NY;Internal Medicine;11810.739999999998;772;Food and Beverage;11477.699999999997;46;893.1100000000004;150;40;6.992297531737703;Yes;507;50.0;722.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;722
2082;CA;;4030.330000000003;218;Food and Beverage;3757.7100000000023;12;241.03999999999985;122;47;12.663173493016197;Yes;112;28.0;190.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;190
2083;PA;Obstetrics & Gynecology;2174.8199999999997;168;Food and Beverage;2109.6099999999997;47;587.4300000000001;197;23;18.125937301643006;Covered;84;2.0;166.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;166
2085;TX;Orthopaedic Surgery;3804.5699999999993;148;Food and Beverage;2838.610000000001;21;970.8600000000001;473;32;40.43931539605456;Yes;100;16.0;132.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;132
2086;DE;Internal Medicine;2794.5399999999986;169;Food and Beverage;2725.119999999999;40;756.0399999999997;172;24;12.130665265968668;Yes;131;6.0;163.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;163
2087;IN;Anesthesiology;6421.260000000002;178;Food and Beverage;6386.730000000002;29;1102.21;596;8;25.237483335583953;Yes;100;1.0;177.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;177
2089;MT;Internal Medicine;43473.82;131;Travel and Lodging;16668.79;21;10229.139999999998;597;19;252.84712268226568;Yes;97;17.0;114.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;114
2090;MA;Urology;20770.020000000004;26;Consulting Fee;14960.0;12;12348.12;507;8;477.5701555446687;Yes;21;7.0;19.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;19
2091;CT;Obstetrics & Gynecology;835.0400000000001;51;Food and Beverage;793.32;10;149.72000000000003;826;23;6.177479290983968;Covered;25;3.0;48.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;48
2092;PA;;2749.6799999999994;160;Food and Beverage;2738.3499999999995;49;692.48;242;19;8.500583215998418;Yes;133;6.0;154.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;154
2093;IA;Podiatric Medicine & Surgery Service Providers;13162.069999999994;153;Food and Beverage;7265.000000000001;17;5607.489999999999;700;23;188.45084885684943;Yes;87;64.0;89.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;89
2094;CA;Dermatology;4600.390000000003;149;Food and Beverage;2988.670000000001;23;1668.8600000000001;233;23;36.57606398744678;Yes;70;29.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
2095;IL;Internal Medicine;99709.7;145;Consulting Fee;57962.0;43;33987.58;2005;9;336.9151902415628;Yes;85;61.0;84.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;84
2096;TN;Internal Medicine;3317.62;240;Food and Beverage;3306.2699999999995;102;1078.06;74;33;21.563883095731768;Covered;152;14.0;226.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;226
2097;TX;Dental Providers;600.5000000000001;18;Food and Beverage;411.69;4;212.89999999999998;889;7;36.03526560967081;Yes;10;3.0;15.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;15
2099;NY;Dental Providers;1921.8899999999999;66;Food and Beverage;1579.4099999999999;21;518.8900000000001;190;13;45.18480963084991;Yes;57;3.0;63.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;63
2100;NJ;Pediatrics;1067.4099999999996;56;Food and Beverage;1067.4099999999996;16;226.53000000000003;197;16;17.328876344923867;Yes;46;5.0;51.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;51
2102;FL;Dermatology;11218.320000000007;623;Food and Beverage;10699.19000000001;58;1611.4399999999994;589;44;26.61959345853432;Yes;402;35.0;588.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;588
2103;GA;Dental Providers;28349.090000000004;80;Consulting Fee;22000.0;17;23252.19;554;9;1052.9026132238382;Yes;44;2.0;78.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;78
2105;IL;Dental Providers;34378.540000000015;75;Consulting Fee;26754.0;18;19125.170000000002;750;6;269.06175898398084;Covered;38;53.0;22.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;53
2106;CA;Dental Providers;2611.12;38;Gift;1920.0;9;570.0;686;4;261.5071260010161;No;28;33.0;5.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;33
2107;ID;Family Medicine;3062.1300000000015;218;Food and Beverage;3055.6300000000015;45;582.4499999999999;152;28;9.634513385777828;Covered;122;7.0;211.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;211
2108;TX;Eye and Vision Services Providers;1642.39;26;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;1000.0;9;201.39999999999998;289;10;101.97058364203029;Yes;18;3.0;23.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;23
2109;TX;Family Medicine;1444.9699999999998;95;Food and Beverage;1444.9699999999998;14;191.65000000000006;150;24;7.323026374372095;Yes;49;3.0;92.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;92
2111;MI;Family Medicine;1461.68;34;Food and Beverage;1461.68;12;331.53;197;9;36.6925789585575;Yes;28;1.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
2112;NY;Internal Medicine;2434.5600000000004;43;Food and Beverage;2384.56;7;408.77;417;12;34.18093460993799;Covered;21;3.0;40.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;40
2113;MA;Orthopaedic Surgery;7608.000000000001;54;Education;3655.0;13;2391.63;346;9;172.3221457448411;Covered;34;33.0;21.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;33
2116;CA;Internal Medicine;17708.07000000001;980;Food and Beverage;13533.729999999996;46;3873.61;589;44;40.68190767229641;Yes;592;24.0;956.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;956
2117;TN;Obstetrics & Gynecology;92012.73999999999;49;Consulting Fee;67761.94;8;46378.380000000005;427;13;1388.6543348990974;Yes;26;16.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
2119;PA;Family Medicine;13151.340000000004;907;Food and Beverage;12722.680000000006;74;849.78;74;42;5.492350902839262;Yes;596;17.0;890.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;890
2120;UT;Pediatrics;757.1300000000001;53;Food and Beverage;757.1300000000001;11;174.41000000000003;197;17;2.532456341001946;Yes;28;3.0;50.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;50
2121;TX;Neurological Surgery;4816.08;53;Food and Beverage;3465.22;12;1465.05;596;20;120.86068915513441;Yes;33;13.0;40.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;40
2123;NY;Internal Medicine;257746.28999999986;1672;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;168361.0;97;23893.879999999997;75;52;141.34506721691122;Yes;971;366.0;1306.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1306
2124;OH;Pediatrics;289.98999999999995;25;Food and Beverage;289.98999999999995;8;50.690000000000005;150;9;3.6861096039517975;Covered;16;2.0;23.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;23
2125;FL;Internal Medicine;271270.0900000001;775;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;203500.0;235;96864.88999999997;123;31;108.4707425686761;Yes;498;166.0;609.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;609
2126;TX;Obstetrics & Gynecology;3701.7000000000003;176;Food and Beverage;2846.8399999999997;29;1039.23;24;32;18.922401020383376;Yes;98;16.0;160.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;160
2127;FL;Surgery;24179.74;124;Consulting Fee;17352.46;19;8305.58;673;20;121.20018500468579;Yes;66;36.0;88.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;88
2129;VA;Psychiatry & Neurology;457088.9400000004;753;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;276700.0;55;38680.26;492;16;1119.2962641274933;Yes;494;480.0;273.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;480
2130;NY;Internal Medicine;711248.6500000001;1126;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;556684.97;145;128505.16999999998;47;13;332.91316618658993;Yes;480;471.0;655.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;655
2131;NY;Surgery;6784.979999999998;98;Food and Beverage;5915.169999999998;9;898.8199999999997;37;27;43.58770874153735;Covered;46;36.0;62.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;62
2132;NY;Internal Medicine;4110.29;17;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;3500.0;4;1474.5000000000002;398;8;145.83621527100294;Covered;10;4.0;13.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;13
2133;AL;Internal Medicine;13889.190000000006;402;Food and Beverage;8168.330000000001;50;6326.9;37;36;89.64319536559532;Yes;262;50.0;352.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;352
2134;PA;Family Medicine;12974.129999999997;1004;Food and Beverage;12797.430000000002;107;1173.44;197;49;4.123953932003183;Yes;597;55.0;949.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;949
2135;NY;Psychiatry & Neurology;2797.7099999999996;101;Food and Beverage;2708.8899999999994;29;977.2900000000002;71;25;46.779493534803656;Covered;66;9.0;92.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;92
2137;MI;Pediatrics;1262.8799999999999;58;Food and Beverage;899.1500000000002;16;475.30999999999995;606;21;76.2298984033877;Yes;45;8.0;50.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;50
2138;GA;Urology;4928.219999999999;243;Food and Beverage;4671.2;14;314.69000000000017;69;36;18.47993747458783;Yes;140;20.0;223.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;223
2140;NY;Internal Medicine;7050.829999999999;97;Food and Beverage;4192.870000000001;31;2722.23;147;22;47.70438379851795;Yes;44;8.0;89.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;89
2141;NY;Internal Medicine;3979.1799999999994;62;Food and Beverage;2386.689999999999;13;2381.57;609;14;82.07628721157866;Yes;45;3.0;59.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;59
2142;PA;Plastic Surgery;15524.829999999996;130;Gift;12589.0;32;5650.78;190;12;52.604694369717684;Yes;91;9.0;121.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;121
2143;CA;Obstetrics & Gynecology;12153.78;94;Education;6069.679999999999;41;9611.08;278;20;87.92011167161817;Covered;58;20.0;74.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;74
2144;AL;Family Medicine;1446.8299999999997;84;Food and Beverage;1408.2599999999998;26;461.39;74;19;18.40165043324507;Covered;64;7.0;77.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;77
2145;FL;Physical Medicine & Rehabilitation;4805.339999999997;321;Food and Beverage;4791.619999999997;43;397.6099999999999;321;30;15.369781039883543;Yes;205;99.0;222.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;222
2146;MN;Eye and Vision Services Providers;4555.369999999999;68;Food and Beverage;3563.329999999998;14;1495.97;296;11;87.26334596793087;Yes;36;9.0;59.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;59
2147;FL;Eye and Vision Services Providers;1871.9599999999998;24;Food and Beverage;1871.9599999999998;6;563.34;569;11;40.69378746956113;Yes;17;4.0;20.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;20
2149;PA;Obstetrics & Gynecology;1479.9800000000007;88;Food and Beverage;1365.5500000000009;21;342.31000000000006;340;32;5.963467150003668;Yes;52;4.0;84.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;84
2150;OK;Psychiatry & Neurology;57067.23000000003;986;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;37836.25;90;7689.919999999999;169;35;44.90329440884481;Yes;589;98.0;888.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;888
2151;OH;Orthopaedic Surgery;56057.67000000002;68;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;47312.5;26;22800.95;340;3;494.35617701925946;Covered;45;15.0;53.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;53
